Date,AMD,INTC,NVDA
2018-01-03,0.05191262953208109,-0.03393810468246161,0.06581386865057204
2018-01-04,0.04935062211353536,-0.018338445584133778,0.005271309411930103
2018-01-05,-0.01980196150035629,0.006977298473142213,0.008474168217740052
2018-01-08,0.033670001235441616,0.0,0.03064069772763056
2018-01-09,-0.03745928730860604,-0.02503358749584228,-0.0002702592729447728
2018-01-10,0.011844360993009007,-0.02567627141930262,0.007839912657630732
2018-01-11,0.015050192692446673,0.021411761115579075,0.0017883099444357953
2018-01-12,-0.009884669041635097,-0.003916106186198198,-0.004908988283322868
2018-01-16,-0.009151464738964554,-0.0023127262936292192,-0.012871087865183983
2018-01-17,0.022670063914596916,0.028975429246295814,0.020944076132698664
2018-01-18,0.023809520081029323,0.0020274871328085364,-0.0012459895771443907
2018-01-19,0.009623086045664753,0.0076438884012361985,0.025262868059474197
2018-01-22,0.004765644576267158,0.02074967227818103,0.015557784631519578
2018-01-23,0.022924898861516274,0.006775986301442938,0.022337289426884954
2018-01-24,-0.017774308322621724,-0.011941012491518133,-0.013017456626680413
2018-01-25,-0.023603476776904997,-0.004614350521153332,0.002332498068870148
2018-01-26,0.043513293190381,0.10551882283661396,0.029532454187803037
2018-01-29,0.02857142015510794,-0.0019968507420530246,0.014465969037820825
2018-01-30,-0.03378377023837276,-0.02380949655078246,-0.016730827549911398
2018-01-31,0.06759905930809484,-0.013322433156012559,0.012689526267157802
2018-02-01,-0.03566228379043768,-0.010178601370628537,-0.02156225787613919
2018-02-02,-0.06037737288565004,-0.031479537292047,-0.02902285125795867
2018-02-05,-0.07068274119860085,-0.035319631944133345,-0.08487498698866769
2018-02-06,0.006914427468986295,0.008760094017034703,0.055591974976442415
2018-02-07,-0.0042917801457279525,0.006457379570533606,0.01427432039438803
2018-02-08,-0.03275862947797348,-0.05420355578728808,-0.04930069330788067
2018-02-09,0.008021403783061043,0.028070193285133493,0.06693636112822166
2018-02-12,0.03271440069244669,0.02002277708393785,-0.017450892019149733
2018-02-13,0.008561594621799617,-0.008253462669406408,0.020172811157043613
2018-02-14,0.03565365753943106,0.02069280257731454,0.03778529468097114
2018-02-15,-0.000819690904768855,0.011899451038345,0.021042174921647172
2018-02-16,-0.03035273981095965,-0.00783965178591306,-0.010791089907137397
2018-02-20,0.016920538756615144,0.016681262041812417,0.02148952416281591
2018-02-21,-0.024958417579850734,-0.008203822768109714,-0.030391871160147632
2018-02-22,0.010238897851962525,-0.003047440005081836,0.002649991322120293
2018-02-23,0.01942563676285558,0.04213974535645981,0.015610154344718907
2018-02-26,0.028997546836708743,0.02891265621936734,0.0026430658099128035
2018-02-27,0.008856655072587483,0.016289945573568554,-0.0021088663662888196
2018-02-28,-0.03351955987586863,-0.012422338885599404,-0.016500030882211747
2018-03-01,-0.01734104410409143,-0.029417746723609306,-0.040454517711292604
2018-03-02,-0.007562958134337272,0.02382941860393717,0.018646856065945183
2018-03-05,0.008467351756339392,0.015720711820335742,-0.003762574680434061
2018-03-06,-0.012594426570279649,0.01929646400950058,0.02762575826114677
2018-03-07,0.04081628681073313,0.012029197818272941,-0.001321470595388896
2018-03-08,-0.02205878342632439,-0.011301598203554142,-0.002729092259773469
2018-03-09,-0.022556428716830057,0.028576998428786915,0.017207103745343844
2018-03-12,-0.015384560208191234,-0.012837673626655999,0.01805728057195366
2018-03-13,0.010416656318638529,0.0050465512271560264,-0.00820783086985788
2018-03-14,-0.024055041098527963,0.0015450334673756672,0.00415808304622356
2018-03-15,0.0088028507475304,-0.01889702141732552,0.002412120412786045
2018-03-16,0.0008726203183724301,0.005699628434398862,0.004572067884783149
2018-03-19,-0.0034873549190761466,-0.006644446942680737,-0.037847316708879974
2018-03-20,-0.0279965564264798,0.014164811726722792,0.03560166734877468
2018-03-21,0.013501402055799083,0.000194027863792412,-0.004086883023389776
2018-03-22,-0.031083514596383144,-0.014158252963400453,-0.026995459933154997
2018-03-23,-0.025664503839347708,-0.028919952149303763,-0.036716992593383346
2018-03-26,-0.017873991722681226,0.06320905375415364,0.04940547901672532
2018-03-27,-0.04214555537052489,-0.02458081034259807,-0.07755232242480936
2018-03-28,-0.0189999580383301,-0.03106075786761775,-0.018490591033810677
2018-03-29,0.024464807426332502,0.05000006921829936,0.04626153129440724
2018-04-02,-0.05174133809898451,-0.060675951440253284,-0.04551143595492324
2018-04-03,0.0020986839794419065,0.01696651394360793,0.019452626068279244
2018-04-04,0.023036676715697535,0.00482415434104122,0.003949409210309174
2018-04-05,0.025588535136796153,0.00780154784064413,-0.021481614623185652
2018-04-06,-0.040918241752050055,-0.03156014527348194,-0.03220708612138101
2018-04-09,-0.008324654169000856,0.015576927798157447,0.005414252798643604
2018-04-10,0.04721928875908166,0.03471243687561287,0.0580288741817554
2018-04-11,-0.01603204957424842,-0.00331581786863111,-0.0073274456676380995
2018-04-12,0.026476602541940286,0.031702598727130216,0.03695191127726605
2018-04-13,-0.014880914649364807,-0.016312606040188027,-0.01321400691757768
2018-04-16,0.016112773665144076,0.010412666972077878,-4.317281570598297e-05
2018-04-17,0.042616481533500616,0.021755712909386604,0.026134984877986156
2018-04-18,-0.01520920096237699,0.00130742797211858,-0.004925478664706273
2018-04-19,-0.024131274930966784,-0.02592798682751818,-0.03101071194514604
2018-04-20,-0.01186942528527457,-0.013213374670177025,-0.0014407377835249369
2018-04-23,0.005005024212254572,-0.008344659719816239,-0.02111845432761217
2018-04-24,0.004980098697693114,0.006849360063985399,-0.011970733768623676
2018-04-25,-0.03766106131757141,-0.001360538266009903,-0.020524382227704585
2018-04-26,0.13697218521946253,0.03250288311071414,0.039508896030221674
2018-04-27,0.006340552089319829,-0.006032039574482506,0.004928517024843648
2018-04-30,-0.020702029643906883,-0.021050647069747463,-0.006318242932891183
2018-05-01,0.022977940934777896,0.03312675192857628,0.009960006909538022
2018-05-02,-0.014375547687956791,-0.019126203314129953,-0.0036541420854319107
2018-05-03,-0.0036463045468877464,-0.0005735536839320821,0.029517069535740736
2018-05-04,0.03202190466817023,0.009563886986891035,0.02605258561448376
2018-05-07,0.027482307354190327,0.01042067193024554,0.04024092368205445
2018-05-08,0.0017255827287361303,0.005625337085322535,0.006916524333928198
2018-05-09,0.029285113061338075,0.01323884151281085,0.021485643026958767
2018-05-10,0.015062787284416679,0.011777684723064175,0.017006826664617725
2018-05-11,-0.014839266568636655,-0.005638438993672001,-0.02152772074885556
2018-05-14,0.02343094037157223,0.004207122089574966,0.0032609194791783924
2018-05-15,0.017988575246387972,-0.017850698172961588,-0.038377204841534396
2018-05-16,0.029718866765261476,0.013353138819611532,0.0018325336077380516
2018-05-17,0.0,0.003111310130702316,0.006910337974028957
2018-05-18,0.01404058576135947,-0.023900772495316525,-0.007145469397631166
2018-05-21,-0.0007692483755258328,0.015327097099518072,-0.00691224254438727
2018-05-22,-0.0007698405741368708,0.0023932450082031487,-0.006305308345421645
2018-05-23,0.009245057277769586,0.013957728390896262,0.019942300777707755
2018-05-24,0.0236640806805537,-0.008331807500464694,0.0006059996741618612
2018-05-25,0.009694266660711826,0.012602714643086488,0.0064192996173382255
2018-05-29,-0.01329396644630032,-0.002164482951970248,-0.0027679815660507368
2018-05-30,0.03443114146466808,0.00650760325989741,0.01769986411397184
2018-05-31,-0.006512312197922587,-0.00862068138659311,-0.003162192317432977
2018-06-01,0.04879825918659986,0.034057989893678364,0.02153135581591048
2018-06-04,0.03125005380975021,-0.004379817659080465,0.02806463443584528
2018-06-05,0.0,-0.005278955518067119,0.0008306634534005486
2018-06-06,0.05521883324982535,0.008844861326675169,0.00030175640417806626
2018-06-07,-0.04977662598427157,-0.020164785828456155,-0.008485762971121913
2018-06-08,0.024177276586745178,-0.014853289462950281,-0.0023582926267834425
2018-06-11,0.031475379818775684,-0.009627589221473998,-0.006329127916102517
2018-06-12,0.007628788475879222,0.00550255382504905,0.007520495325758825
2018-06-13,0.029652952810270472,0.003830702036514033,-0.0006854775115608946
2018-06-14,-0.004289197066983941,0.009267711203772455,0.017187537616346837
2018-06-15,0.005538470928485584,-0.00774217317406567,-0.0061818361014791545
2018-06-18,0.04712365058587342,-0.03429503481612062,-0.0006409312428382608
2018-06-19,-0.024547052093022437,-0.005449096371206608,-0.018559670218128876
2018-06-20,-0.01018574420935714,0.010013201893842583,0.008225329670645376
2018-06-21,-0.0526634875984241,-0.023756088281201237,-0.019823919238418197
2018-06-22,0.009584701332962409,0.005939861687069836,-0.023958573195425936
2018-06-25,-0.04367091934987666,-0.034095255533854174,-0.047140872583850246
2018-06-26,0.02581074468459099,-0.02050879381391646,0.01200238555780353
2018-06-27,-0.03419353115943169,-0.01832091566254701,-0.02591017864429135
2018-06-28,0.022712100636145927,0.010049255441635374,0.021805529284873337
2018-06-29,-0.020901413437488747,0.009340082933454896,-0.016441113941012775
2018-07-02,0.011340899192106235,0.009857205541970115,0.02254120613870958
2018-07-03,-0.010554079750826784,-0.014541823329517922,-0.022291979164547282
2018-07-05,0.03333333333333344,0.02587424191857912,0.024869107755116637
2018-07-06,0.05548391034526201,0.012216727721867215,0.018951123406598214
2018-07-09,0.01528117302402876,0.009538674102690381,0.007762900395144268
2018-07-10,-0.0036123643038051823,0.005784790465287237,0.016048144433299827
2018-07-11,-0.01691835602444447,-0.018404890477013436,-0.022586381917880094
2018-07-12,0.017824154887489785,0.022460892461823034,0.014947670853992845
2018-07-13,-0.017512017966856086,-0.0024832331844715227,-0.007602549201138009
2018-07-16,0.019053439288285734,-0.004021503145554606,-0.004492260320368424
2018-07-17,0.017491008254632234,-0.004999006535740591,0.022119281066344643
2018-07-18,-0.0011855635310437096,-0.0005796865564613451,-0.007844240900362953
2018-07-19,-0.008308682126264677,0.005027036260569995,0.0013110919151999578
2018-07-20,-0.012567270854478507,-0.0013466659376812906,-0.004523268639328726
2018-07-23,0.00969696044921875,0.007705673801862822,-0.0058989825466918555
2018-07-24,-0.02821124355697402,-0.0024852048308607877,-0.00280661135465321
2018-07-25,-0.008647392982017554,0.004791107676080264,0.01270551372287887
2018-07-26,0.1433022588000079,-0.005149732141752739,0.011791802430937803
2018-07-27,0.03215259620286903,-0.08588956202726294,-0.011065735779130503
2018-07-30,0.02534316413419324,0.00020969633953882294,-0.031307036171297264
2018-07-31,-0.056127711035308225,0.008597187234610004,0.0029901925733768486
2018-08-01,0.008183285278483776,0.014760975502980944,0.006575188296734424
2018-08-02,0.016774966502704824,0.013726657449183,0.0168377241689881
2018-08-03,-0.015965999456725388,0.0030315587563993773,0.0059053986719459495
2018-08-06,0.05083832048099435,-0.006649240861425154,0.007655662947460451
2018-08-07,0.006690641210745252,0.008113621340144261,0.011494758263850935
2018-08-08,0.0010225183184946474,0.005231354477706063,0.005720961863658891
2018-08-09,-0.024514787748041722,0.003602888480270794,-0.007584636912049247
2018-08-10,-0.002094288729237448,-0.02572798027982559,-0.006511729800310118
2018-08-13,0.035152156089570896,-0.008188285029190778,0.005219992409831731
2018-08-14,0.014698475532477051,-0.0068111831962469616,0.020732460018063614
2018-08-15,-0.01598400037499126,-0.013715707856651438,-0.008989045516403449
2018-08-16,-0.018781767761626766,-0.006110428173653815,-0.006330030167737144
2018-08-17,0.022762572984700746,-0.0014839876519288087,-0.049021111705667586
2018-08-20,0.01062210822510079,-0.01273882151929917,0.012335548253098683
2018-08-21,0.021021025321151576,0.02408599853515625,0.022111084035270068
2018-08-22,0.0245098043798897,-0.01196975446470594,0.037501972703802844
2018-08-23,0.06650724030466848,-0.0014877724964782457,0.015295597373272907
2018-08-24,0.07581868807962766,0.01447425099620192,0.020161913343755167
2018-08-27,0.05337784449874672,0.014477520539615485,0.013518450735725551
2018-08-28,-0.008313578381570097,0.004550180509744539,-0.005509202781070588
2018-08-29,0.0059880850478024605,0.0037059976591879984,0.01497917223712375
2018-08-30,-0.012301641424825704,-0.010461504031450297,-0.0024417131660960933
2018-08-31,0.011249525653341585,0.003938611527739555,0.010330784141712401
2018-09-04,0.11481920464395823,-0.009704753618448692,0.010759653733989127
2018-09-05,0.016037090930298703,-0.005004125695390882,-0.018611203920018804
2018-09-06,-0.023500528618558447,-0.009639624631240573,-0.020472710050029264
2018-09-07,-0.016523024040950962,-0.017139178742304084,-0.0031534755987502328
2018-09-10,0.09167276500426147,-0.003229311591283923,0.010556999151803081
2018-09-11,0.007025794449966316,-0.029589610247512832,-0.007025163310081295
2018-09-12,0.07009962379608115,0.0,-0.016862081348143154
2018-09-13,-0.05371001525642083,0.01424436646564442,0.01170762113327406
2018-09-14,0.07349086981982444,-0.0006583010642478015,0.018758739612984465
2018-09-17,-0.008863108334600245,-0.002635106371750573,-0.009043881149800592
2018-09-18,-0.01541782285830573,0.014971385569995777,-0.010623165552935965
2018-09-19,-0.02254936466713453,0.001084664933034274,0.003542255226819613
2018-09-20,-0.0009611912905117537,0.022751878707344186,-0.020957467375489536
2018-09-21,-0.005131489603787731,-0.011440697177940384,-0.010627860091779628
2018-09-24,0.05125725754752364,0.00535790829013183,0.008540519627047383
2018-09-25,-0.001226645654052727,-0.021317416398481726,0.01019944046132193
2018-09-26,-0.011667211288786783,-0.004574146921599076,-0.005551172512372804
2018-09-27,0.012426267255165824,0.003938737465443376,0.0017982183598230783
2018-09-28,-0.052163263423748774,0.03073234120720203,0.05093491184767962
2018-10-01,0.017157678767165008,-0.017762743419869165,0.029677591146318294
2018-10-02,-0.07638445616494594,0.03552201688009671,-0.00995291163612444
2018-10-03,-0.020330811277780247,0.013721410984393279,0.0008726612343363804
2018-10-04,-0.022863159041610626,-0.012920370695331918,-0.025947763248825084
2018-10-05,-0.015478772301920518,-0.022854815383477778,-0.03376426977280367
2018-10-08,-0.032541180423531824,0.0,-0.015155994070637613
2018-10-09,0.02947848502017636,-0.010206241860410747,-0.0008653364874021685
2018-10-10,-0.08223200403596098,-0.03759398557855931,-0.07475335341098921
2018-10-11,0.011999969482421768,-0.012723207690429783,-0.0429809819433421
2018-10-12,0.041106756794043964,0.014695942405746676,0.048526296799113355
2018-10-15,-0.003037202856591259,-0.007798624788068809,-0.04526644239163302
2018-10-16,0.07311500607613275,0.03166404415145996,0.04439628146598462
2018-10-17,-0.031227858714877543,-0.0010883595680274416,-0.0112679666917328
2018-10-18,-0.024908366916876368,-0.02004790109351884,-0.014523158128667002
2018-10-19,-0.1111946242863654,-0.021569962071883553,-0.04325137002942703
2018-10-22,0.05790367067070146,0.022954507307572758,0.008945337819685095
2018-10-23,0.0023971020493975814,-0.01133077850592179,-0.04394085117407942
2018-10-24,-0.09166995707743408,-0.0467416141810042,-0.09793718508816085
2018-10-25,-0.15445372164796256,0.04455453290729583,0.042274672889858866
